FFMC,BUI,WSV,WindDir,FWIBin,Season,Ecoregion
87.68,12.87,26,250,1,Summer,All
90.92,16.67,22,270,1,Summer,All
88.07,14.39,24,270,1,Summer,All
90.83,16.85,20,220,1,Summer,All
89.82,19.96,15,260,1,Summer,All
87.51,24.12,17,70,2,Summer,All
87.99,27.68,19,260,2,Summer,All
88.88,28.78,17,210,2,Summer,All
92.8,34.78,20,190,2,Summer,All
89.13,26.53,15,220,2,Summer,All
88.73,29.19,30,300,2,Summer,All
89.13,32.3,24,290,2,Summer,All
90.98,36.24,28,210,3,Summer,All
91.03,39.49,26,300,3,Summer,All
91.08,42.6,6,30,3,Summer,All
85.87,33.61,20,180,2,Summer,All
89.44,27.34,22,230,2,Summer,All
88.37,30.4,26,240,2,Summer,All
88.75,33.47,13,290,2,Summer,All
89.19,36.79,6,250,3,Summer,All
83.85,39.76,22,50,3,Summer,All
88.27,43.41,22,150,3,Summer,All
86.85,45.22,11,240,3,Summer,All
88.62,48.27,7,170,4,Summer,All
82.59,27.82,30,270,2,Summer,All
86.38,31.83,15,230,2,Summer,All
88.56,35.66,7,140,3,Summer,All
89.85,40.1,4,170,3,Summer,All
89.9,43.75,22,200,3,Summer,All
88.39,46.59,30,230,4,Summer,All
88.92,50.23,22,220,4,Summer,All
88.18,52.9,20,240,4,Summer,All
88.23,55.7,22,300,4,Summer,All
87.88,57.92,11,230,4,Summer,All
87.93,47.9,22,220,4,Summer,All
87.83,49.41,22,340,4,Summer,All
87.64,51.04,17,300,4,Summer,All
88.11,53.68,2,130,4,Summer,All
87.43,28.74,30,190,2,Summer,All
86.37,29,35,210,2,Summer,All
87.38,31.31,37,260,2,Summer,All
88.05,33.72,37,260,2,Summer,All
87.41,37.84,26,240,3,Summer,All
83.38,38.48,19,20,3,Summer,All
83.43,39.27,26,340,3,Summer,All
87.82,10.19,30,300,1,Spring,All
90.74,13.95,30,240,1,Spring,All
89.13,17.25,17,210,1,Spring,All
90.03,21.58,13,10,1,Spring,All
90.71,25.69,31,250,2,Spring,All
88.31,26.39,17,90,2,Spring,All
89.63,28.71,15,260,2,Spring,All
90.26,14.56,19,60,1,Spring,All
89.62,17.57,24,60,1,Spring,All
91.57,20.24,22,290,1,Spring,All
92.85,25.43,30,280,2,Spring,All
92.9,30.28,9,140,2,Spring,All
89.34,33.34,41,250,2,Spring,All
87.74,35.7,11,40,3,Spring,All
90.78,40.05,15,30,3,Summer,All
87.86,36.24,17,360,3,Summer,All
87.91,39.41,7,50,3,Summer,All
90.47,44.08,13,20,3,Summer,All
92.44,49.47,7,290,4,Summer,All
94.05,55.24,4,200,4,Summer,All
88.36,57.72,19,70,4,Summer,All
92.65,26.18,22,250,2,Summer,All
87.79,28.89,37,220,2,Summer,All
89.81,33.01,9,100,2,Summer,All
91.88,37.9,31,240,3,Summer,All
89.9,40.35,2,180,3,Summer,All
90.13,44.18,33,240,3,Summer,All
89.12,33.01,6,110,2,Summer,All
89.17,28.06,20,240,2,Summer,All
85.7,26.45,19,40,2,Summer,All
87.69,6.94,33,250,1,Summer,All
87.74,10.58,26,210,1,Summer,All
88.98,14.57,17,250,1,Summer,All
89.12,14.53,22,310,1,Summer,All
88.95,16.26,31,260,1,Summer,All
88.62,19.78,30,240,1,Summer,All
88.67,23.33,28,270,1,Summer,All
89.59,9.94,30,240,1,Summer,All
88.51,13.84,24,280,1,Summer,All
90.51,9.62,33,270,1,Summer,All
88.84,20.98,44,240,1,Summer,All
88.45,10.63,22,230,1,Summer,All
89.02,11.78,35,240,1,Summer,All
89.06,10.99,31,240,1,Summer,All
83.78,12.96,33,50,1,Spring,All
88.99,25.19,17,40,2,Spring,All
88.99,26.96,54,250,2,Spring,All
89.04,28.72,11,70,2,Spring,All
83.47,29.13,28,320,2,Spring,All
88.15,31.45,30,300,2,Spring,All
90.76,35.47,39,270,2,Spring,All
88.64,35.83,26,250,3,Spring,All
88.64,28.21,30,190,2,Spring,All
86.64,19.46,22,340,1,Spring,All
89.26,24.83,13,270,2,Spring,All
89.03,27.41,31,340,2,Spring,All
86.92,31.68,35,250,2,Spring,All
93.43,40.59,41,240,3,Spring,All
88.2,42.28,26,340,3,Spring,All
88.25,44.82,4,350,3,Spring,All
91.07,49.04,7,240,4,Summer,All
89.65,51.93,19,50,4,Summer,All
87.46,53.75,26,50,4,Summer,All
92.63,58.76,19,160,4,Summer,All
88.45,37.58,22,190,3,Summer,All
84.83,39.11,17,210,3,Summer,All
84.88,41.27,20,240,3,Summer,All
90.21,24.75,28,300,2,Summer,All
90.26,23.14,9,310,1,Summer,All
85.55,27.11,20,50,2,Summer,All
91.44,26.14,15,180,2,Summer,All
84.74,27.8,35,300,2,Summer,All
89.61,32.41,6,20,2,Summer,All
89.71,37.21,19,320,3,Summer,All
84.8,38.41,17,60,3,Summer,All
89.06,29.22,15,250,2,Summer,All
91.02,12.02,19,260,1,Summer,All
87.94,8.87,24,270,1,Summer,All
87.96,10.93,22,320,1,Summer,All
88.01,14.5,33,250,1,Summer,All
90.35,19.59,37,300,1,Summer,All
91.81,24.22,37,290,2,Summer,All
89.64,26.89,24,240,2,Summer,All
84.24,12.97,33,240,1,Summer,All
85.67,9.04,33,250,1,Summer,All
87.89,14.68,22,190,1,Summer,All
88.26,17.55,33,270,1,Summer,All
88.31,20.51,46,220,1,Summer,All
88.15,16.24,30,210,1,Summer,All
88.17,12,31,280,1,Summer,All
86.41,8.78,30,240,1,Summer,All
83.89,15.51,37,240,1,Summer,All
86.13,17.21,28,240,1,Summer,All
86.18,18.32,33,260,1,Summer,All
89.03,14.8,17,250,1,Spring,All
88,15.28,19,320,1,Spring,All
88.13,16.88,28,270,1,Spring,All
85.96,18.13,24,260,1,Spring,All
85.14,22.76,33,320,1,Spring,All
86.33,24.06,35,290,2,Spring,All
87.1,25.64,19,300,2,Spring,All
90.88,14.86,15,310,1,Summer,All
93.07,25.98,9,180,2,Summer,All
93.12,31.95,20,170,2,Summer,All
89.74,35.31,15,40,2,Summer,All
88.42,20.98,19,300,1,Summer,All
91.51,26.48,19,300,2,Summer,All
91.56,31.48,4,310,2,Summer,All
88.3,31.52,37,330,2,Summer,All
88.15,33.56,11,10,2,Summer,All
88.78,37.03,7,250,3,Summer,All
88.83,40.11,7,50,3,Summer,All
89.13,43.44,9,200,3,Summer,All
89.18,46.14,13,320,4,Summer,All
87.68,39.41,26,250,3,Summer,All
88.99,42.63,6,240,3,Summer,All
86.61,35.09,19,360,2,Summer,All
87.51,37.75,15,260,3,Summer,All
87.11,14.27,26,240,1,Summer,All
84.21,16.38,31,320,1,Summer,All
86.05,21.14,24,270,1,Summer,All
86.41,15.11,35,220,1,Summer,All
88.16,18.07,19,240,1,Summer,All
88.86,21.43,15,170,1,Summer,All
82.56,22.84,28,300,1,Summer,All
85.63,29.97,30,200,2,Summer,All
85.2,29.42,41,280,2,Summer,All
83.61,30.18,22,190,2,Summer,All
85.35,28.33,19,280,2,Summer,All
86.87,25.79,35,230,2,Summer,All
88.18,9.53,30,250,1,Spring,All
88.23,11.74,26,190,1,Spring,All
90.14,15.99,22,200,1,Spring,All
90.19,17.75,22,300,1,Spring,All
90.24,20.25,24,200,1,Spring,All
87.29,14.94,35,290,1,Spring,All
88.44,18.27,17,270,1,Spring,All
88.2,12.71,30,260,1,Spring,All
88.25,15.88,20,300,1,Spring,All
89.75,19.78,15,360,1,Spring,All
93.71,26.51,33,200,2,Spring,All
93.76,31.9,24,180,2,Summer,All
86.85,33.6,28,70,2,Summer,All
85.53,38.82,15,60,3,Summer,All
84.95,33.27,20,80,2,Summer,All
91.78,26.4,7,40,2,Summer,All
91.42,30.7,15,90,2,Summer,All
89.48,37.47,11,30,3,Summer,All
89.53,41.44,11,40,3,Summer,All
89.57,32.11,15,200,2,Summer,All
89.62,35.32,17,20,2,Summer,All
89.67,38.84,13,70,3,Summer,All
89.72,42.57,17,80,3,Summer,All
86.95,44.29,9,40,3,Summer,All
83.4,45.16,20,10,3,Summer,All
87.84,35.53,28,190,2,Summer,All
86.07,21.42,22,220,1,Summer,All
87.16,17.51,28,290,1,Summer,All
86.7,19.9,28,290,1,Summer,All
90.68,14.42,17,250,1,Summer,All
89.77,11.98,35,300,1,Summer,All
89.82,16.2,19,320,1,Summer,All
89.91,21.02,33,260,1,Summer,All
86.61,11.5,26,300,1,Summer,All
88.88,15.24,20,290,1,Summer,All
89.47,19.12,22,280,1,Summer,All
89.73,23.34,37,270,1,Summer,All
92.24,28.45,28,280,2,Summer,All
92.29,32.94,26,280,2,Summer,All
86.98,8.3,28,260,1,Summer,All
87.03,10.45,26,280,1,Summer,All
86.46,13.65,26,270,1,Summer,All
84.59,15.08,30,190,1,Summer,All
87.59,17.22,30,260,1,Summer,All
87.86,19.73,19,250,1,Summer,All
85.24,13.33,33,270,1,Summer,All
89.59,18.84,26,280,1,Summer,All
88.68,7.72,28,260,1,Spring,All
89.34,9.32,22,200,1,Spring,All
93.48,21.95,22,260,1,Spring,All
87.14,23.37,19,70,1,Spring,All
90.75,25.95,35,260,2,Spring,All
89.34,28.1,28,340,2,Summer,All
89.39,31.2,7,40,2,Summer,All
89.44,34.37,20,40,2,Summer,All
85.68,35.79,20,30,3,Summer,All
84.06,36.95,26,20,3,Summer,All
85.23,39.19,22,230,3,Summer,All
86.55,32.9,13,80,2,Summer,All
88.19,34.73,7,80,2,Summer,All
92.18,40.03,35,230,3,Summer,All
84.36,34.24,19,80,2,Summer,All
85.59,38.12,24,280,3,Summer,All
86.63,40.91,22,340,3,Summer,All
85.25,46.25,15,70,4,Summer,All
85.3,40.62,15,80,3,Summer,All
82.32,43.15,24,60,3,Summer,All
82.36,44.38,43,60,3,Summer,All
82.22,45.27,41,50,3,Summer,All
82.11,46.1,20,40,3,Summer,All
82.97,47.53,20,70,4,Summer,All
83.46,49.21,15,40,4,Summer,All
91.91,21.7,20,270,1,Summer,All
85.4,23.48,26,210,1,Summer,All
86.3,12.1,28,210,1,Summer,All
89.8,17.74,20,240,1,Summer,All
92,24.42,13,240,2,Summer,All
90.6,28.83,15,210,2,Summer,All
90.77,33.89,24,250,2,Summer,All
86.7,27.28,31,240,2,Summer,All
85.71,32.22,15,90,2,Summer,All
85.76,34.7,15,60,2,Summer,All
86.48,37.51,15,220,3,Summer,All
86.53,25.41,24,200,2,Summer,All
85.64,25.23,19,240,2,Summer,All
87,32.27,15,360,2,Summer,All
89.71,36.47,11,360,3,Summer,All
91.03,40.86,22,250,3,Summer,All
91.66,45.4,7,90,3,Summer,All
91.71,49.73,19,270,4,Summer,All
91.73,54,26,250,4,Summer,All
87.24,45.83,22,220,3,Summer,All
86.26,47.7,15,250,4,Summer,All
86.31,49.88,11,290,4,Summer,All
87.62,53.06,26,240,4,Summer,All
87.35,54.9,15,290,4,Summer,All
85.85,40.82,11,30,3,Summer,All
84.85,42.21,22,320,3,Summer,All
85.95,44.31,22,30,3,Summer,All
86.88,15.25,22,340,1,Summer,All
86.93,17.83,22,200,1,Summer,All
87.42,20.44,19,250,1,Summer,All
90.25,24.38,17,240,2,Summer,All
90.3,27.75,19,270,2,Summer,All
85.7,9.61,33,260,1,Summer,All
86.06,8.55,35,240,1,Summer,All
86.5,10.47,33,260,1,Summer,All
88.18,13.52,20,150,1,Spring,All
91.08,22.15,22,240,1,Spring,All
88.97,23.67,19,230,2,Spring,All
88.56,24.59,35,330,2,Spring,All
88.24,25.06,33,190,2,Spring,All
88.29,25.09,22,300,2,Spring,All
87.34,27.73,15,150,2,Spring,All
87.26,29.28,28,240,2,Spring,All
87.59,30.92,41,280,2,Spring,All
87.93,32.87,24,50,2,Spring,All
86.9,37.51,20,70,3,Spring,All
87.61,39.65,7,170,3,Spring,All
89.68,42.66,26,270,3,Spring,All
83.72,38.93,19,80,3,Spring,All
86.83,41.01,13,70,3,Spring,All
84.7,34.12,17,30,2,Spring,All
85.32,36.18,22,240,3,Spring,All
90.88,41.07,11,180,3,Spring,All
87.58,43.54,32,200,3,Spring,All
89.39,21.98,26,260,1,Spring,All
91.39,26.74,30,290,2,Spring,All
91.34,30.92,22,330,2,Spring,All
91.39,35.08,20,330,2,Spring,All
91.44,39.44,11,60,3,Summer,All
91.07,43.39,19,60,3,Summer,All
84.89,32.4,20,150,2,Summer,All
89.62,16.47,15,210,1,Summer,All
87.62,17.74,28,260,1,Summer,All
87.67,20.32,39,320,1,Summer,All
85.33,11.63,32,330,1,Summer,All
88.22,15.94,22,350,1,Summer,All
88.45,24.27,11,40,2,Summer,All
88.11,18.11,24,290,1,Summer,All
87.26,20.67,35,290,1,Summer,All
89.75,25.47,9,290,2,Summer,All
91.1,31.28,20,280,2,Summer,All
89.62,23.77,19,200,2,Summer,All
89.67,27.51,37,270,2,Summer,All
90.84,32.95,22,290,2,Summer,All
89.65,36.68,7,200,3,Summer,All
88.61,18.57,26,290,1,Summer,All
90.21,24.81,11,230,2,Summer,All
89.87,23.2,30,260,1,Summer,All
86.48,19.45,22,340,1,Summer,All
91.42,25.23,19,200,2,Summer,All
89.98,29.26,22,220,2,Summer,All
91.1,25.57,22,270,2,Summer,All
87.72,27.96,17,70,2,Summer,All
88.19,24.69,28,260,2,Summer,All
87.03,26.51,26,320,2,Summer,All
88.38,29.83,24,240,2,Summer,All
81.34,8.72,54,240,1,Summer,All
87.85,17.81,28,260,1,Summer,All
87.29,13.17,37,270,1,Summer,All
89.66,19.6,20,290,1,Summer,All
86,6.78,32,240,1,Summer,All
86.17,13.7,28,330,1,Spring,All
90.71,19.63,13,220,1,Spring,All
90.45,23,11,40,1,Spring,All
85.65,18.69,30,240,1,Spring,All
91.71,25.28,24,300,2,Spring,All
90.26,25.32,7,250,2,Spring,All
87.49,13.28,24,340,1,Spring,All
87.04,15.79,48,250,1,Spring,All
90.56,20.73,20,280,1,Spring,All
83.82,25.34,24,50,2,Spring,All
92.25,30.61,26,270,2,Spring,All
92.17,31.24,7,170,2,Spring,All
88.85,37.12,28,240,3,Spring,All
86.5,27.81,43,340,2,Summer,All
87.19,30.46,22,310,2,Summer,All
90.17,34.95,26,290,2,Summer,All
88.98,38.44,26,240,3,Summer,All
85.16,33.42,22,20,2,Summer,All
86.07,35.86,24,300,3,Summer,All
85.61,37.41,24,340,3,Summer,All
85.89,39.67,19,10,3,Summer,All
85.94,41.88,19,10,3,Summer,All
89.58,28.35,30,270,2,Summer,All
89.63,21.99,11,70,1,Summer,All
88.46,25.54,15,80,2,Summer,All
87.2,13.92,26,210,1,Summer,All
85.98,11.13,28,270,1,Summer,All
88.61,15.52,17,300,1,Summer,All
90.53,24.93,32,220,2,Summer,All
90.58,29.42,17,300,2,Summer,All
93.49,35.72,22,240,3,Summer,All
88.96,38.63,17,300,3,Summer,All
89.08,41.98,7,330,3,Summer,All
91.17,46.3,7,270,4,Summer,All
93.83,51.92,22,270,4,Summer,All
89.49,34.29,26,320,2,Summer,All
88.84,37.36,37,300,3,Summer,All
90.83,40.97,17,310,3,Summer,All
90.88,45,22,270,3,Summer,All
90.93,31.96,26,240,2,Summer,All
89.38,34.64,15,270,2,Summer,All
89.51,38.23,4,30,3,Summer,All
91.6,38.96,33,260,3,Summer,All
91.65,43,22,320,3,Summer,All
91.44,46.77,13,50,4,Summer,All
92.44,52.04,28,270,4,Summer,All
85.54,36.51,17,280,3,Summer,All
91.14,35.47,22,240,2,Summer,All
86.27,23.03,28,260,1,Summer,All
84.79,24.34,22,360,2,Summer,All
89.22,31.64,15,330,2,Summer,All
89.27,24.34,32,310,2,Summer,All
89.32,28.64,7,260,2,Summer,All
83.72,30.66,30,70,2,Summer,All
88.43,12.37,35,260,1,Summer,All
87.18,19.2,28,250,1,Summer,All
90.21,20.65,43,240,1,Summer,All
88.28,22.91,30,280,1,Summer,All
88.32,25.74,41,210,2,Summer,All
85.13,2.66,48,250,1,Summer,All
85.87,6.52,46,290,1,Fall,All
89.21,7.77,22,240,1,Spring,All
84.22,10.86,37,250,1,Spring,All
89.95,13.85,19,270,1,Spring,All
91.2,17.47,19,270,1,Spring,All
90.38,20.49,13,200,1,Spring,All
88.08,22.39,22,330,1,Spring,All
88.62,24.79,19,290,2,Spring,All
88.67,27.35,17,150,2,Spring,All
86.97,29.48,32,40,2,Spring,All
89.15,18.19,30,230,1,Spring,All
87.05,25.91,17,50,2,Spring,All
89.14,16.8,37,230,1,Summer,All
89.6,11.09,19,250,1,Summer,All
90.97,12.06,30,240,1,Summer,All
90.32,15.3,11,50,1,Summer,All
90.37,18.99,13,230,1,Summer,All
91.9,10.28,30,230,1,Summer,All
92.89,16.95,37,250,1,Summer,All
91.48,25.61,28,230,2,Summer,All
91.53,29.24,20,290,2,Summer,All
90.17,32.3,11,40,2,Summer,All
90.22,35.64,20,290,3,Summer,All
91.64,38.06,44,240,3,Summer,All
85.44,23,24,60,1,Summer,All
88.79,18.54,33,210,1,Summer,All
88.28,19.9,30,340,1,Summer,All
89.32,26.71,28,270,2,Summer,All
88.19,28.96,22,310,2,Summer,All
91.14,35.48,30,240,2,Summer,All
88.27,37.76,26,250,3,Summer,All
90.14,41.19,11,220,3,Summer,All
88.47,29.84,15,250,2,Summer,All
88.52,32.66,20,260,2,Summer,All
88.57,35.51,22,260,2,Summer,All
89.27,22.81,22,250,1,Summer,All
86.14,17.72,30,220,1,Summer,All
85.69,13.31,26,300,1,Summer,All
90.11,22.39,26,240,1,Summer,All
86.56,18.97,26,320,1,Summer,All
87.2,21,17,50,1,Summer,All
87.62,23.35,20,280,1,Summer,All
85.85,25.75,20,220,2,Summer,All
85.9,27.23,17,280,2,Summer,All
87.85,29.59,15,330,2,Summer,All
91.87,10.56,20,230,1,Spring,All
90.87,11.55,20,200,1,Spring,All
89.19,23.46,9,40,1,Spring,All
89.44,27.28,9,220,2,Spring,All
90.63,30.24,26,300,2,Spring,All
85.38,29.77,17,250,2,Spring,All
85.73,31.26,17,330,2,Spring,All
86.09,27.64,20,60,2,Spring,All
87.33,15.93,20,200,1,Spring,All
89.88,19.93,26,210,1,Spring,All
90.19,23.34,19,270,1,Spring,All
87.81,17.57,17,270,1,Summer,All
90.95,21.71,17,180,1,Summer,All
89.26,25.25,24,20,2,Summer,All
88.28,28.29,15,50,2,Summer,All
89.94,32.41,6,270,2,Summer,All
89.18,15.15,33,220,1,Summer,All
89.76,13.78,17,290,1,Summer,All
89.68,16.23,15,30,1,Summer,All
89.73,19,24,220,1,Summer,All
92.02,22.46,35,200,1,Summer,All
91.14,24.71,26,260,2,Summer,All
90.84,27.93,28,220,2,Summer,All
90.92,31.62,19,190,2,Summer,All
91.67,35.47,13,220,2,Summer,All
87.66,21.51,20,240,1,Summer,All
84.43,7.95,37,170,1,Summer,All
90.27,9.21,33,240,1,Spring,All
91.2,13.86,19,190,1,Spring,All
91.25,17.32,22,240,1,Spring,All
90.07,14.37,13,30,1,Spring,All
90.25,18.34,13,70,1,Spring,All
92.44,23.77,26,240,2,Spring,All
90.17,27.18,24,260,2,Spring,All
90.22,31.34,15,220,2,Spring,All
91.74,35.77,19,240,3,Spring,All
93.29,41.04,13,150,3,Spring,All
86.54,42.62,11,60,3,Spring,All
85.33,35.39,15,30,2,Summer,All
89.94,41.8,24,220,3,Summer,All
86.99,44.14,17,230,3,Summer,All
87.79,47.14,22,290,4,Summer,All
83.41,49.76,15,360,4,Summer,All
83.46,51.28,22,20,4,Summer,All
86.2,53.74,11,70,4,Summer,All
85.13,55.35,19,360,4,Summer,All
85.18,57.17,9,30,4,Summer,All
86.21,59.32,22,80,4,Summer,All
87.25,22.28,19,60,1,Summer,All
90.7,27.53,7,120,2,Summer,All
92.31,33.17,4,330,2,Summer,All
93.12,38.71,4,320,3,Summer,All
89.42,41.94,24,190,3,Summer,All
85.12,33.77,17,60,2,Summer,All
82.89,25.18,35,250,2,Summer,All
90.66,17.37,20,270,1,Summer,All
90.71,22.75,26,190,1,Summer,All
89.84,27.29,11,230,2,Summer,All
88.83,31.05,22,240,2,Summer,All
89.7,35.65,17,290,3,Summer,All
89.75,39.56,22,260,3,Summer,All
84.38,24.84,22,260,2,Summer,All
87.95,26.21,30,280,2,Summer,All
88.47,30.52,20,290,2,Summer,All
89.37,35.01,26,310,2,Summer,All
90.74,40.18,35,260,3,Summer,All
90.79,45.09,7,290,3,Summer,All
84.63,46.68,30,260,4,Summer,All
86.99,49.47,22,340,4,Summer,All
87.58,54.72,9,70,4,Summer,All
86.5,54.98,9,150,4,Summer,All
91.11,60.15,24,250,4,Summer,All
88.81,43.06,11,280,3,Summer,All
88.86,46.55,33,250,4,Summer,All
88.91,44.19,33,260,3,Summer,All
82.53,35.35,26,50,2,Summer,All
87.74,42.82,20,270,3,Summer,All
87.79,45.43,22,250,3,Summer,All
86.48,24.02,20,200,2,Summer,All
86.57,12.49,24,300,1,Spring,All
90.67,15.98,26,250,1,Spring,All
93.73,20.49,39,260,1,Spring,All
85.08,13.16,28,60,1,Spring,All
85.13,14.89,30,200,1,Spring,All
85.65,23.37,24,300,1,Spring,All
90.39,14.22,17,250,1,Spring,All
90.44,20.13,20,300,1,Spring,All
88.31,21.68,26,240,1,Spring,All
86.47,21.45,39,270,1,Spring,All
88.97,28.13,22,240,2,Spring,All
90.92,22.88,33,240,1,Spring,All
93.15,29.86,33,270,2,Summer,All
91.22,33.3,4,360,2,Summer,All
91.27,37.45,15,200,3,Summer,All
92.07,43.27,26,250,3,Summer,All
92.12,48.37,19,250,4,Summer,All
93.24,51.52,6,240,4,Summer,All
90.79,48.93,22,250,4,Summer,All
88.67,51.36,17,340,4,Summer,All
88.72,54.33,7,150,4,Summer,All
81.9,55.04,19,30,4,Summer,All
88.61,50.41,37,280,4,Summer,All
87.59,28.75,17,160,2,Summer,All
90.74,7.93,17,240,1,Summer,All
91.21,10.64,35,250,1,Summer,All
88.85,13.62,20,250,1,Summer,All
84.4,16.31,33,320,1,Summer,All
88.25,24.6,26,240,2,Summer,All
87.05,27.24,15,190,2,Summer,All
87.59,40.36,17,180,3,Summer,All
85.9,23.92,19,160,2,Summer,All
86.65,30.82,30,250,2,Summer,All
86.8,24.96,15,40,2,Summer,All
89.46,17.49,19,240,1,Summer,All
91.78,24.05,22,230,2,Summer,All
91.83,28.73,7,230,2,Summer,All
90.02,32.8,19,270,2,Summer,All
88.35,30.85,33,270,2,Summer,All
88.14,36.35,26,240,3,Summer,All
86.11,29.78,30,250,2,Summer,All
86.16,17.4,22,310,1,Summer,All
86.2,19.96,28,270,1,Summer,All
87.11,16.02,20,250,1,Summer,All
88.2,18.19,24,230,1,Summer,All
85.27,21.03,24,190,1,Summer,All
84.54,13.1,41,240,1,Summer,All
86.23,9.68,28,270,1,Summer,All
88.89,8.17,24,220,1,Summer,All
84.34,9.89,37,220,1,Summer,All
86.46,7.18,32,270,1,Summer,All
85.05,6.73,35,340,1,Spring,All
86.97,7.9,28,320,1,Spring,All
86.99,5.05,43,290,1,Spring,All
89.07,7.43,41,250,1,Spring,All
88.02,11.81,22,270,1,Spring,All
87.99,13.41,24,280,1,Spring,All
89.51,20.01,19,220,1,Spring,All
89.56,17.65,17,190,1,Spring,All
89.5,15.48,15,260,1,Spring,All
90.91,17.16,20,220,1,Spring,All
85.09,14.65,28,210,1,Spring,All
90.93,20.22,43,220,1,Spring,All
90.98,23.52,33,270,1,Spring,All
92.15,28.02,20,250,2,Summer,All
90.08,31.01,9,330,2,Summer,All
90.13,34.19,15,180,2,Summer,All
84.27,31.33,20,150,2,Summer,All
87.4,19.41,24,280,1,Summer,All
90.69,16.09,28,250,1,Summer,All
91.54,20.26,30,190,1,Summer,All
88.42,21.94,13,70,1,Summer,All
86.73,19.36,26,230,1,Summer,All
89.02,24.8,13,180,2,Summer,All
89.19,28.51,7,210,2,Summer,All
92.22,32.83,20,250,2,Summer,All
92.27,36.71,17,250,3,Summer,All
88.89,18.34,37,250,1,Summer,All
89.81,26.51,32,250,2,Summer,All
90.08,30.44,26,250,2,Summer,All
90.19,37.68,17,160,3,Summer,All
88.34,40.22,26,180,3,Summer,All
88.38,42.01,26,220,3,Summer,All
88.05,39.11,11,190,3,Summer,All
84.17,40.28,20,340,3,Summer,All
86.54,43.65,15,280,3,Summer,All
88.27,46.92,4,200,4,Summer,All
87.32,19.78,24,260,1,Summer,All
87.09,28.79,13,340,2,Summer,All
86.15,20.34,20,340,1,Summer,All
87.6,20.41,24,330,1,Summer,All
87.65,22.59,20,300,1,Summer,All
87.01,24.48,30,250,2,Summer,All
85.47,19.43,22,180,1,Summer,All
86.38,21.24,19,250,1,Summer,All
86.74,26.51,20,270,2,Summer,All
87.82,25.01,26,250,2,Summer,All
84.5,17.69,32,250,1,Summer,All
86.37,19.84,33,240,1,Summer,All
84.68,21.52,28,190,1,Summer,All
86.55,23.56,30,260,2,Summer,All
86.05,24.82,37,270,2,Summer,All
84.39,15.6,30,230,1,Summer,All
84.43,17.06,28,190,1,Summer,All
85.48,19.17,24,250,1,Summer,All
89.01,19.9,13,40,1,Spring,All
86.79,23.48,35,50,1,Spring,All
89.16,29.01,24,60,2,Spring,All
89.19,30.99,6,20,2,Spring,All
89.24,33.32,20,80,2,Spring,All
93.33,37.81,20,200,3,Spring,All
89.79,40.5,22,180,3,Spring,All
88.88,43.07,15,210,3,Spring,All
89.38,32.81,19,190,2,Spring,All
89.43,35.58,9,170,2,Spring,All
85.51,39.24,15,20,3,Spring,All
86.7,34.25,17,200,2,Spring,All
86.87,12.59,30,300,1,Spring,All
89.16,21.34,20,240,1,Spring,All
89.34,21.78,28,280,1,Spring,All
85.46,13.87,37,260,1,Summer,All
88.07,17.99,20,310,1,Summer,All
90.95,23.93,24,230,2,Summer,All
89.23,27.35,15,200,2,Summer,All
86.27,15.37,26,240,1,Summer,All
86.26,15.32,28,300,1,Summer,All
92.7,14.02,24,310,1,Summer,All
85.72,7.18,39,240,1,Summer,All
89.61,13.48,20,290,1,Summer,All
92.68,23.24,13,200,1,Summer,All
94.76,28.75,20,220,2,Summer,All
89.75,19.84,37,250,1,Summer,All
87.84,10.27,30,240,1,Summer,All
88.07,13,22,280,1,Summer,All
88.4,7.27,26,180,1,Summer,All
89.19,10.74,26,280,1,Summer,All
89.24,12.62,26,240,1,Summer,All
87.64,16.72,26,70,1,Summer,All
88.55,22.79,19,260,1,Summer,All
88.6,25.01,15,350,2,Summer,All
88.22,26.96,22,270,2,Summer,All
88.57,30.11,37,230,2,Summer,All
89.18,33.24,26,280,2,Summer,All
87.66,35.52,17,190,2,Summer,All
89.12,40.08,24,230,3,Summer,All
88.39,42.56,22,220,3,Summer,All
88.22,9.79,35,250,1,Summer,All
89.1,11.5,19,50,1,Spring,All
88.26,6.59,41,280,1,Spring,All
92.81,10.3,44,250,1,Spring,All
90.37,11.69,20,70,1,Spring,All
86.67,13.61,28,210,1,Spring,All
86.74,14.89,32,310,1,Spring,All
91.49,19.05,32,250,1,Spring,All
87.63,20.63,17,310,1,Spring,All
87.68,22.22,28,270,1,Spring,All
90.98,25.63,24,320,2,Spring,All
89.98,18.51,13,50,1,Spring,All
92.33,24.12,28,290,2,Summer,All
92.39,29.59,35,250,2,Summer,All
91.74,32.61,22,300,2,Summer,All
94.54,37.9,33,230,3,Summer,All
86.77,33.6,24,50,2,Summer,All
88.82,39.87,4,50,3,Summer,All
87.81,37.93,19,70,3,Summer,All
90.49,37.08,26,240,3,Summer,All
93.27,43.03,39,230,3,Summer,All
93.32,38.85,4,290,3,Summer,All
89.24,42.16,19,210,3,Summer,All
91.54,46.7,59,250,4,Summer,All
87.81,48.67,11,50,4,Summer,All
86.62,50.57,20,40,4,Summer,All
84.35,24.23,30,40,2,Summer,All
89.03,21,11,250,1,Summer,All
90.18,18.17,19,270,1,Summer,All
90.23,23.18,19,260,1,Summer,All
89.56,23.52,30,250,1,Summer,All
